# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	2526115	2527482	+	LFFONA_02605	ydfJ	MHS family MFS transporter YdfJ	BlastRules:WP_000582800, COG:COG0477, COG:GEPR, GO:0005267, GO:0005886, GO:0015293, KEGG:K08173, RefSeq:WP_000151242.1, SO:0001217, UniParc:UPI00000DEBBF, UniRef:UniRef100_A0A1Y5BUZ1, UniRef:UniRef50_P77228, UniRef:UniRef90_P77228
chromosome	cds	2527571	2529031	+	LFFONA_02606	ydfI	Uncharacterized oxidoreductase YdfI	EC:1.-.-.-, GO:0016616, GO:0019594, RefSeq:WP_000526706.1, SO:0001217, UniParc:UPI00000DEBBE, UniRef:UniRef100_A0A2G8ZWX5, UniRef:UniRef50_P39160, UniRef:UniRef90_P77260
chromosome	cds	2529067	2529270	-	LFFONA_02607	ydfZ	Putative selenoprotein YdfZ	GO:0005829, RefSeq:WP_000214712.1, SO:0001217, UniParc:UPI000013A97E, UniRef:UniRef100_P64463, UniRef:UniRef50_P64463, UniRef:UniRef90_P64463
chromosome	cds	2529447	2530133	-	LFFONA_02608	ydfH	DNA-binding transcriptional regulator YdfH	BlastRules:WP_000215549, COG:COG1802, COG:K, GO:0003677, GO:0003700, RefSeq:WP_000215549.1, SO:0001217, UniParc:UPI000013A974, UniRef:UniRef100_P0ACM2, UniRef:UniRef50_P0ACM2, UniRef:UniRef90_P0ACM2
chromosome	cds	2530222	2530968	-	LFFONA_02609	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	COG:C, COG:COG4221, EC:1.1.1.298, EC:1.1.1.381, GO:0005829, GO:0016491, GO:0035527, RefSeq:WP_000636575.1, SO:0001217, UniParc:UPI0000E44FD6, UniRef:UniRef100_A0A066R614, UniRef:UniRef50_P39831, UniRef:UniRef90_Q8FHD2
chromosome	cds	2531105	2533150	+	LFFONA_02610	dcp	peptidyl-dipeptidase Dcp	COG:COG0339, COG:O, EC:3.4.15.5, GO:0004180, GO:0004222, GO:0005737, GO:0005829, GO:0006508, GO:0008237, GO:0030288, GO:0046872, KEGG:K01284, RefSeq:WP_001468150.1, SO:0001217, UniParc:UPI0002A45FB8, UniRef:UniRef100_UPI0002A45FB8, UniRef:UniRef50_P24171, UniRef:UniRef90_P24171
chromosome	cds	2533658	2534548	+	LFFONA_02611	dgcZ	diguanylate cyclase DgcZ	BlastRules:WP_000592814, COG:COG2199, COG:T, EC:2.7.7.65, GO:0005525, GO:0005886, GO:0008270, GO:0042802, GO:0042803, GO:0043709, GO:0052621, GO:0060187, GO:1900233, GO:1902201, GO:1902209, RefSeq:WP_000592857.1, SO:0001217, UniParc:UPI000281D8A4, UniRef:UniRef100_A0A400NQ99, UniRef:UniRef50_P31129, UniRef:UniRef90_P31129
chromosome	ncRNA	2534560	2534773	+	LFFONA_02612	STnc560	STnc560 Hfq binding RNA	RFAM:RF01407, SO:0000655
chromosome	cds	2534767	2534862	-	LFFONA_02613	mgtS	protein MgtS	BlastRules:WP_000901367, GO:0005886, GO:0010350, GO:0010960, RefSeq:WP_000901367.1, SO:0001217, UniParc:UPI00000502F7, UniRef:UniRef100_A5A616, UniRef:UniRef50_A5A616, UniRef:UniRef90_A5A616
chromosome	cds	2534989	2536176	-	LFFONA_02614	ydeE	efflux MFS transporter YdeE	COG:COG2814, COG:G, GO:0005886, GO:0015031, GO:0022857, GO:0035442, GO:0055085, GO:0071916, RefSeq:WP_001054210.1, SO:0001217, UniParc:UPI000281D8A5, UniRef:UniRef100_UPI000281D8A5, UniRef:UniRef50_P31126, UniRef:UniRef90_P31126
chromosome	cds	2536371	2537270	+	LFFONA_02615	eamA	O-acetylserine/cysteine exporter	GO:0016020, KEGG:K15268, RefSeq:WP_000087225.1, SO:0001217, UniParc:UPI000281D8A6, UniRef:UniRef100_UPI000281DA82, UniRef:UniRef50_P31125, UniRef:UniRef90_UPI001C0A9E8F
chromosome	cds	2537315	2538013	-	LFFONA_02616		Transcriptional regulator	KEGG:K03482, RefSeq:WP_000577184.1, SO:0001217, UniParc:UPI00000DEBB7, UniRef:UniRef100_E2QM82, UniRef:UniRef50_E2QM82, UniRef:UniRef90_E2QM82
chromosome	cds	2538212	2538523	+	LFFONA_02617		Cellobiose-specific phosphotransferase enzyme IIB component	RefSeq:WP_000722574.1, SO:0001217, UniParc:UPI00000DEBB6, UniRef:UniRef100_A0A0D6IMX9, UniRef:UniRef50_A0A0J3VF43, UniRef:UniRef90_A0A0J3VF43
chromosome	cds	2538638	2539960	+	LFFONA_02618		Permease IIC component	KEGG:K02761, RefSeq:WP_001304362.1, SO:0001217, UniParc:UPI00019F3988, UniRef:UniRef100_A0A2G9A399, UniRef:UniRef50_A0A0K2LG90, UniRef:UniRef90_A0A0K3NRT8
chromosome	cds	2539988	2540299	+	LFFONA_02619		PTS lactose/cellobiose transporter subunit IIA	RefSeq:WP_001304363.1, SO:0001217, UniParc:UPI00019F3989, UniRef:UniRef100_A0A0D6IN81, UniRef:UniRef50_J7QEF1, UniRef:UniRef90_J7QEF1
chromosome	cds	2540354	2541802	+	LFFONA_02620		Carbohydrate porin	KEGG:K10124, SO:0001217, UniRef:UniRef50_P26218, UniRef:UniRef90_A0A093DME7
chromosome	cds	2542052	2543491	+	LFFONA_02621		6-phospho-beta-glucosidase	RefSeq:WP_000012597.1, SO:0001217, UniParc:UPI0001DBD982, UniRef:UniRef100_A0A2G9A3B0, UniRef:UniRef50_P42973, UniRef:UniRef90_A0A376P696
chromosome	cds	2543548	2543766	-	LFFONA_02622	marB	multiple antibiotic resistance protein MarB	GO:0030288, GO:0046677, RefSeq:WP_000803537.1, SO:0001217, UniParc:UPI00000DEBB2, UniRef:UniRef100_A0A0D8VTX8, UniRef:UniRef50_P31121, UniRef:UniRef90_P31121
chromosome	cds	2543798	2544181	-	LFFONA_02623	marA	MDR efflux pump AcrAB transcriptional activator MarA	COG:COG2207, COG:K, GO:0003700, GO:0043565, GO:0046677, KEGG:K13632, RefSeq:WP_000091198.1, SO:0001217, UniParc:UPI0000DACE4F, UniRef:UniRef100_A0A0D6IMV2, UniRef:UniRef50_P0A2S4, UniRef:UniRef90_P0A2S4
chromosome	cds	2544202	2544636	-	LFFONA_02624	marR	multiple antibiotic resistance transcriptional regulator MarR	COG:COG1846, COG:K, KEGG:K03712, RefSeq:WP_000843419.1, SO:0001217, UniParc:UPI00000BABC5, UniRef:UniRef100_Q9AGA4, UniRef:UniRef50_P27245, UniRef:UniRef90_Q9AGA4
chromosome	cds	2544848	2545513	+	LFFONA_02625	marC	NAAT family transporter MarC	BlastRules:WP_000885033, COG:COG2095, COG:E, GO:0005886, GO:0016020, KEGG:K05595, RefSeq:WP_000885033.1, SO:0001217, UniParc:UPI0000000D24, UniRef:UniRef100_P0AEY1, UniRef:UniRef50_P0AEY1, UniRef:UniRef90_P0AEY1
chromosome	cds	2545538	2546728	-	LFFONA_02626	ydeA	L-arabinose MFS transporter	BlastRules:WP_000210799, GO:0005886, GO:0015144, GO:0022857, GO:0055085, KEGG:K08159, RefSeq:WP_000210774.1, SO:0001217, UniParc:UPI00000DEBAF, UniRef:UniRef100_B7URQ4, UniRef:UniRef50_P31122, UniRef:UniRef90_P31122
chromosome	cds	2547067	2547948	-	LFFONA_02627	ptrR	putrescine utilization regulator PtrR	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006355, RefSeq:WP_000366517.1, SO:0001217, UniParc:UPI00000DEBAE, UniRef:UniRef100_A0A0D8VTX1, UniRef:UniRef50_P77309, UniRef:UniRef90_P77309
chromosome	cds	2548049	2549437	+	LFFONA_02628	sad	succinate-semialdehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.16, EC:1.2.1.24, GO:0004030, GO:0004777, GO:0006527, GO:0009013, GO:0009447, GO:0009450, GO:0036243, GO:0042803, GO:0070458, RefSeq:WP_001468152.1, SO:0001217, UniParc:UPI000281D927, UniRef:UniRef100_UPI000281D927, UniRef:UniRef50_P76149, UniRef:UniRef90_P76149
chromosome	cds	2549501	2550427	+	LFFONA_02629	glsB	glutaminase B	COG:COG2066, COG:E, EC:3.5.1.2, GO:0004359, GO:0006537, GO:0006541, GO:0006543, RefSeq:WP_000257405.1, SO:0001217, UniParc:UPI000191E857, UniRef:UniRef100_A0A2P6INV7, UniRef:UniRef50_P0A6W0, UniRef:UniRef90_P0A6W0
chromosome	cds	2550427	2550786	+	LFFONA_02630		glutaminase	RefSeq:WP_001191031.1, SO:0001217, UniParc:UPI00000DEBAC, UniRef:UniRef100_A0A377K717, UniRef:UniRef50_A0A377K717, UniRef:UniRef90_A0A377K717
chromosome	cds	2550925	2551119	+	LFFONA_02631		Putative GGDEF domain protein	SO:0001217, UniRef:UniRef50_A0A376KUZ3
chromosome	cds	2551085	2552344	+	LFFONA_02632		diguanylate cyclase	SO:0001217, UniRef:UniRef50_Q8XAZ4, UniRef:UniRef90_A0AAX3MH63
chromosome	cds	2552571	2554022	+	LFFONA_02633	uxaB	tagaturonate reductase	BlastRules:WP_000854633, EC:1.1.1.58, KEGG:K00041, RefSeq:WP_000854636.1, SO:0001217, UniParc:UPI000281D928, UniRef:UniRef100_UPI000281D928, UniRef:UniRef50_A8AGR0, UniRef:UniRef90_UPI000281D928
chromosome	cds	2554219	2555133	+	LFFONA_02634	yneE	Voltage-dependent anion channel-forming protein YneE	GO:0005254, GO:0005886, GO:0071978, KEGG:K08994, RefSeq:WP_001306069.1, SO:0001217, UniParc:UPI00018864E8, UniRef:UniRef100_A0A0D6IMS2, UniRef:UniRef50_P76146, UniRef:UniRef90_P76146
chromosome	cds	2555137	2555895	-	LFFONA_02635	tam	trans-aconitate 2-methyltransferase	EC:2.1.1.144, GO:0005737, GO:0030798, GO:0032259, RefSeq:WP_001286588.1, SO:0001217, UniParc:UPI0000D5093C, UniRef:UniRef100_B7MMY3, UniRef:UniRef50_P76145, UniRef:UniRef90_Q8FHF2
chromosome	cds	2556203	2556469	+	LFFONA_02636	hipB	type II toxin-antitoxin system antitoxin HipB	COG:COG1476, COG:K, GO:0000976, GO:0001046, GO:0001217, GO:0006351, GO:0006355, GO:0032993, GO:0040008, GO:0042803, GO:0043565, GO:0045892, GO:0110001, RefSeq:WP_001332145.1, SO:0001217, UniParc:UPI0000E44FD0, UniRef:UniRef100_A0A0D8VU34, UniRef:UniRef50_P23873, UniRef:UniRef90_P23873
chromosome	cds	2556469	2557791	+	LFFONA_02637	hipA	type II toxin-antitoxin system serine/threonine protein kinase toxin HipA	BlastRules:WP_001125439, COG:COG3550, COG:T, EC:2.7.11.1, GO:0000287, GO:0000976, GO:0001217, GO:0004674, GO:0004676, GO:0004677, GO:0004679, GO:0004711, GO:0005524, GO:0005829, GO:0006355, GO:0022611, GO:0032993, GO:0035175, GO:0035402, GO:0035403, GO:0035979, GO:0040008, GO:0043565, GO:0044010, GO:0044022, GO:0044023, GO:0044024, GO:0044025, GO:0046677, GO:0072354, GO:0072371, GO:0072518, GO:0106310, GO:0110001, GO:0140823, GO:0140855, GO:0140857, GO:1990244, KEGG:K07154, RefSeq:WP_001125475.1, SO:0001217, UniParc:UPI00018864E7, UniRef:UniRef100_A0A0D6IMZ8, UniRef:UniRef50_P23874, UniRef:UniRef90_P23874
chromosome	cds	2557831	2558031	+	LFFONA_02638	hipB	Regulator with HipB	SO:0001217, UniParc:UPI000245EAB8, UniRef:UniRef100_A0A234IGI6, UniRef:UniRef50_A0A4Q4ICN0, UniRef:UniRef90_A0A234IGI6
chromosome	cds	2558005	2558496	-	LFFONA_02639		Xaa-Pro dipeptidyl-peptidase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3EJ05, UniRef:UniRef90_A0A0H3EJ05
chromosome	cds	2558610	2559179	+	LFFONA_02640		Cupin domain protein	SO:0001217, UniRef:UniRef50_A0A2B7M3B9, UniRef:UniRef90_A0A2B7M3B9
chromosome	cds	2559157	2559918	+	LFFONA_02641		Exported protein	RefSeq:WP_001066622.1, SO:0001217, UniParc:UPI000281D92A, UniRef:UniRef100_UPI000BD63130, UniRef:UniRef50_A0A090V7S9, UniRef:UniRef90_A0A0H3EJN5
chromosome	cds	2560076	2561140	+	LFFONA_02642		Alpha/beta fold hydrolase	RefSeq:WP_000859696.1, SO:0001217, UniParc:UPI0001E17A21, UniRef:UniRef100_A0A2X1KDE8, UniRef:UniRef50_X0PNS4, UniRef:UniRef90_A0A2X1KDE8
chromosome	cds	2561389	2561700	-	LFFONA_02643	dmlR	HTH-type transcriptional regulator DmlR	SO:0001217, UniParc:UPI000281D92B, UniRef:UniRef100_A0A414VNM9, UniRef:UniRef50_A6UC02, UniRef:UniRef90_A0A370UZU2
chromosome	cds	2561998	2562780	+	LFFONA_02644		NAD dependent epimerase/dehydratase family	RefSeq:WP_000699097.1, SO:0001217, UniParc:UPI000281D8A2, UniRef:UniRef100_UPI0020299BE4, UniRef:UniRef50_A0A2B7LHS8, UniRef:UniRef90_A0A2B7LHS8
chromosome	cds	2562906	2563028	+	LFFONA_02645		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A376PVH0, UniRef:UniRef90_A0A376PVH0
chromosome	cds	2563556	2564119	+	LFFONA_02646	fimA	type 1 fimbrial major subunit FimA	GO:0007155, GO:0009289, RefSeq:WP_000768280.1, SO:0001217, UniParc:UPI000281D8A1, UniRef:UniRef100_A0A0K6A9N9, UniRef:UniRef50_J7QR22, UniRef:UniRef90_J7QR22
chromosome	cds	2564481	2565191	+	LFFONA_02647		Fimbria/pilus periplasmic chaperone	RefSeq:WP_001195181.1, SO:0001217, UniParc:UPI00000E49FC, UniRef:UniRef100_A0A2G9A391, UniRef:UniRef50_P31697, UniRef:UniRef90_A0A066RDY2
chromosome	cds	2565233	2567884	+	LFFONA_02648	fimA	type 1 fimbrial major subunit FimA	GO:0007155, GO:0009279, GO:0009289, GO:0009297, GO:0015473, KEGG:K07347, RefSeq:WP_000123645.1, SO:0001217, UniParc:UPI0001FB4DA5, UniRef:UniRef100_A0AAN5GX59, UniRef:UniRef50_P30130, UniRef:UniRef90_P76137
chromosome	cds	2567898	2568428	+	LFFONA_02649	ydeS	Uncharacterized fimbrial-like protein YdeS	GO:0009289, GO:0043709, KEGG:K07348, RefSeq:WP_000876777.1, SO:0001217, UniParc:UPI000281D92C, UniRef:UniRef100_UPI000281D92C, UniRef:UniRef50_P77789, UniRef:UniRef90_P77789
chromosome	cds	2568441	2568944	+	LFFONA_02650	ydeR	Uncharacterized fimbrial-like protein YdeR	GO:0009289, GO:0043709, KEGG:K07349, RefSeq:WP_000825468.1, SO:0001217, UniParc:UPI00019AF8BE, UniRef:UniRef100_A0A2J7NDX2, UniRef:UniRef50_P77294, UniRef:UniRef90_P77294
chromosome	cds	2569004	2569918	+	LFFONA_02651	ydeQ	Uncharacterized fimbrial-like protein YdeQ	GO:0009289, GO:0043709, RefSeq:WP_000520594.1, SO:0001217, UniParc:UPI0000D5092F, UniRef:UniRef100_A0A2J7MV87, UniRef:UniRef50_P77588, UniRef:UniRef90_P77588
chromosome	cds	2570257	2572536	+	LFFONA_02652	ydeP	acid resistance putative oxidoreductase YdeP	BlastRules:WP_000726691, COG:C, COG:COG0243, GO:0008863, GO:0016020, GO:0030151, GO:0051539, RefSeq:WP_000726723.1, SO:0001217, UniParc:UPI00005EF9CC, UniRef:UniRef100_A0A0H2YZ97, UniRef:UniRef50_P77561, UniRef:UniRef90_P77561
chromosome	cds	2572784	2572981	+	LFFONA_02653	safA	two-component system connector SafA	BlastRules:WP_000543384, GO:0005886, KEGG:K23236, RefSeq:WP_000543391.1, SO:0001217, UniParc:UPI0000D5092E, UniRef:UniRef100_Q1RBS2, UniRef:UniRef50_P76136, UniRef:UniRef90_P76136
chromosome	cds	2573056	2573817	+	LFFONA_02654	ydeO	acid stress response transcriptional regulator YdeO	BlastRules:WP_000060495, COG:COG2207, COG:K, GO:0003700, GO:0043565, RefSeq:WP_000060455.1, SO:0001217, UniParc:UPI0000E44FCB, UniRef:UniRef100_A0A2J1BQF0, UniRef:UniRef50_P76135, UniRef:UniRef90_P76135
chromosome	cds	2574218	2575900	+	LFFONA_02655	ydeN	Uncharacterized sulfatase YdeN	EC:3.1.6.-, GO:0004065, GO:0030288, GO:0046872, RefSeq:WP_001407952.1, SO:0001217, UniParc:UPI000187BDB7, UniRef:UniRef100_A0A2X7XZU6, UniRef:UniRef50_P77318, UniRef:UniRef90_P77318
chromosome	cds	2575952	2577109	+	LFFONA_02656	ydeM	anaerobic sulfatase maturase	EC:1.1.98.7, GO:0006974, GO:0016491, GO:0018209, GO:0046500, GO:0046872, GO:0051539, GO:0051604, KEGG:K24118, RefSeq:WP_001468160.1, SO:0001217, UniParc:UPI0001887328, UniRef:UniRef100_B7MUS2, UniRef:UniRef50_P76134, UniRef:UniRef90_P76134
chromosome	cds	2577367	2578377	+	LFFONA_02657	pqqL	Putative zinc protease PqqL	SO:0001217, UniRef:UniRef50_F4SUN1, UniRef:UniRef90_F4SUN1
chromosome	cds	2578739	2580139	+	LFFONA_02658	gadB	glutamate decarboxylase	COG:COG0076, COG:E, EC:4.1.1.15, GO:0004351, GO:0005829, GO:0006538, GO:0006540, GO:0030170, RefSeq:WP_000358860.1, SO:0001217, UniParc:UPI000049E355, UniRef:UniRef100_Q8FHG5, UniRef:UniRef50_P69910, UniRef:UniRef90_P69910
chromosome	cds	2580295	2581830	+	LFFONA_02659	gadC	acid resistance gamma-aminobutyrate antiporter GadC	BlastRules:WP_000246019, COG:COG0531, COG:E, GO:0005886, GO:0006865, GO:0015297, GO:0016020, KEGG:K20265, RefSeq:WP_000246011.1, SO:0001217, UniParc:UPI0000D50929, UniRef:UniRef100_E2QM40, UniRef:UniRef50_P63235, UniRef:UniRef90_P63235
chromosome	cds	2581961	2583280	+	LFFONA_02660	digH	Glycosyl hydrolase DigH	COG:COG1649, COG:D, EC:3.2.1.-, GO:0009279, GO:0016798, GO:0071555, RefSeq:WP_000350367.1, SO:0001217, UniParc:UPI000209C512, UniRef:UniRef100_A0AAN3HDP7, UniRef:UniRef50_P64426, UniRef:UniRef90_P64426
chromosome	cds	2583847	2584956	+	LFFONA_02661		hypothetical protein	PFAM:PF00989.32, PFAM:PF08447.18, PFAM:PF08448.16, PFAM:PF13188.13, PFAM:PF13426.13
chromosome	cds	2584953	2586212	+	LFFONA_02662	dosP	oxygen-sensing cyclic-di-GMP phosphodiesterase DosP	EC:3.1.4.52, KEGG:K13243, SO:0001217, UniRef:UniRef50_A0A377DSK9, UniRef:UniRef90_C3SDK9
chromosome	cds	2586402	2586833	-	LFFONA_02663	osmC	peroxiredoxin OsmC	BlastRules:WP_000152305, EC:1.11.1.-, EC:1.11.1.24, GO:0005737, GO:0006979, GO:0051920, RefSeq:WP_000152305.1, SO:0001217, UniParc:UPI00001639C3, UniRef:UniRef100_P0C0L2, UniRef:UniRef50_P0C0L2, UniRef:UniRef90_P0C0L2
chromosome	cds	2587178	2587393	+	LFFONA_02664	bdm	biofilm-dependent modulation protein	RefSeq:WP_000495766.1, SO:0001217, UniParc:UPI0000126877, UniRef:UniRef100_P65640, UniRef:UniRef50_P76127, UniRef:UniRef90_P65640
chromosome	cds	2587495	2587632	+	LFFONA_02665	sra	stationary-phase-induced ribosome-associated protein	GO:0006412, KEGG:K02972, RefSeq:WP_000841554.1, SO:0001217, UniParc:UPI0000134E93, UniRef:UniRef100_P68191, UniRef:UniRef50_P68191, UniRef:UniRef90_P68191
chromosome	cds	2587788	2589485	+	LFFONA_02666	maeA	malate dehydrogenase	BlastRules:WP_000433476, COG:C, COG:COG0281, EC:1.1.1.38, GO:0004471, GO:0005829, GO:0006090, GO:0006108, GO:0008948, GO:0046872, GO:0051287, RefSeq:WP_000433462.1, SO:0001217, UniParc:UPI00005EF9D6, UniRef:UniRef100_B7URL9, UniRef:UniRef50_P26616, UniRef:UniRef90_P26616
chromosome	cds	2589618	2590628	+	LFFONA_02667	adhP	alcohol dehydrogenase AdhP	COG:COG1064, COG:G, EC:1.1.1.1, GO:0004022, GO:0006974, GO:0008270, GO:0045471, GO:0046187, KEGG:K13953, RefSeq:WP_000642412.1, SO:0001217, UniParc:UPI0001608928, UniRef:UniRef100_A0A0D6IMJ1, UniRef:UniRef50_P39451, UniRef:UniRef90_P39451
chromosome	cds	2590548	2590718	-	LFFONA_02668		hypothetical protein	SO:0001217, UniParc:UPI000245EB22, UniRef:UniRef100_A0A0E2L697, UniRef:UniRef50_S1PAI7, UniRef:UniRef90_S1PAI7
chromosome	cds	2590814	2591092	+	LFFONA_02669		Killer protein	RefSeq:WP_000605675.1, SO:0001217, UniParc:UPI0000E44FC7, UniRef:UniRef100_A0A0D8VFC3, UniRef:UniRef50_A0A0D8VFC3, UniRef:UniRef90_A0A0D8VFC3
chromosome	cds	2591092	2591376	+	LFFONA_02670	yddM	HigA family addiction module antitoxin	COG:COG3093, COG:V, GO:0003677, GO:0006355, RefSeq:WP_000781370.1, SO:0001217, UniParc:UPI000013A93F, UniRef:UniRef100_P67699, UniRef:UniRef50_P67699, UniRef:UniRef90_P67699
chromosome	cds	2591605	2592258	-	LFFONA_02671	fdnI	formate dehydrogenase-N subunit gamma	COG:C, COG:COG2864, EC:1.17.5.3, GO:0005886, GO:0008863, GO:0009055, GO:0009061, GO:0009326, GO:0015944, GO:0022904, GO:0036397, GO:0046872, KEGG:K08350, RefSeq:WP_000045647.1, SO:0001217, UniParc:UPI00005EF9D9, UniRef:UniRef100_A0A0D8VV99, UniRef:UniRef50_P0AEK7, UniRef:UniRef90_P0AEK7
chromosome	cds	2592251	2593135	-	LFFONA_02672	fdnH	formate dehydrogenase N subunit beta	BlastRules:WP_001240582, COG:C, COG:COG0437, EC:1.17.1.9, EC:1.17.5.3, GO:0008863, GO:0015944, GO:0016020, GO:0051539, KEGG:K08349, RefSeq:WP_001240584.1, SO:0001217, UniParc:UPI00000DEB92, UniRef:UniRef100_A0A0D8W0J3, UniRef:UniRef50_P44450, UniRef:UniRef90_A0A370V5L4
chromosome	cds	2593148	2596195	-	LFFONA_02673	fdnG	formate dehydrogenase-N subunit alpha	COG:C, COG:COG0243, EC:1.17.5.3, GO:0006788, GO:0008430, GO:0008863, GO:0009055, GO:0009061, GO:0009326, GO:0015942, GO:0015944, GO:0016020, GO:0019645, GO:0030151, GO:0030288, GO:0036397, GO:0043546, GO:0047111, GO:0051539, RefSeq:WP_077634457.1, SO:0001217, UniParc:UPI00031A508C, UniRef:UniRef100_UPI00031A508C, UniRef:UniRef50_P24183, UniRef:UniRef90_P24183
chromosome	ncRNA-region	2595555	2595613	-			Selenocysteine insertion sequence 3	RFAM:RF01989, SO:1001268
chromosome	cds	2596484	2597308	+	LFFONA_02674	yddG	aromatic amino acid efflux DMT transporter YddG	BlastRules:WP_000198205, BlastRules:WP_000203799, COG:COG0697, COG:GER, GO:0005886, GO:0015171, GO:0015173, GO:0016020, GO:0032973, SO:0001217, UniParc:UPI000188818B, UniRef:UniRef100_A0A148HY07, UniRef:UniRef50_P46136, UniRef:UniRef90_P46136
chromosome	cds	2597581	2598969	+	LFFONA_02675	narU	nitrate/nitrite transporter NarU	BlastRules:WP_001207901, GO:0005886, GO:0015112, GO:0015514, GO:0015706, GO:0015707, GO:0042128, KEGG:K02575, RefSeq:WP_001207907.1, SO:0001217, UniParc:UPI0000D50920, UniRef:UniRef100_E2QM25, UniRef:UniRef50_P10903, UniRef:UniRef90_P37758
chromosome	cds	2599064	2602804	+	LFFONA_02676	narZ	nitrate reductase Z subunit alpha	BlastRules:WP_000040458, EC:1.7.5.1, EC:1.7.99.4, GO:0008940, GO:0009325, GO:0042126, RefSeq:WP_016238389.1, SO:0001217, UniParc:UPI0003374077, UniRef:UniRef100_UPI0003374077, UniRef:UniRef50_P19319, UniRef:UniRef90_A0A2I5SN43
chromosome	cds	2602801	2604345	+	LFFONA_02677	narH	nitrate reductase subunit beta	COG:COG1140, COG:CP, EC:1.7.5.1, EC:1.7.99.4, GO:0005886, GO:0006974, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0016020, GO:0019645, GO:0042126, GO:0042128, GO:0046872, GO:0051536, GO:0051538, GO:0051539, GO:0160182, KEGG:K00371, RefSeq:WP_001468530.1, SO:0001217, UniParc:UPI0002A3E9D1, UniRef:UniRef100_UPI0002A3E9D1, UniRef:UniRef50_P19318, UniRef:UniRef90_P19318
chromosome	cds	2604345	2605040	+	LFFONA_02678	narW	nitrate reductase molybdenum cofactor assembly chaperone	COG:COG2180, COG:CPO, GO:0005737, GO:0016530, GO:0042128, GO:0051082, GO:0051131, KEGG:K00373, RefSeq:WP_001166331.1, SO:0001217, UniParc:UPI000281D83C, UniRef:UniRef100_UPI000281D83C, UniRef:UniRef50_P19317, UniRef:UniRef90_P19317
chromosome	cds	2605037	2605717	+	LFFONA_02679	narI	respiratory nitrate reductase subunit gamma	COG:COG2181, COG:CP, EC:1.7.99.4, GO:0008940, GO:0009325, GO:0019645, RefSeq:WP_000617136.1, SO:0001217, UniParc:UPI000187BD6D, UniRef:UniRef100_E2QM21, UniRef:UniRef50_A0A6G6GYU7, UniRef:UniRef90_E2QM21
chromosome	cds	2605797	2606690	+	LFFONA_02680	yddE	PhzF family isomerase	COG:COG0384, COG:R, EC:5.1.-.-, GO:0003824, GO:0005737, GO:0009058, GO:0016853, GO:0042803, KEGG:K06998, RefSeq:WP_001468532.1, SO:0001217, UniParc:UPI0002A22626, UniRef:UniRef100_UPI0002A22626, UniRef:UniRef50_P37757, UniRef:UniRef90_P37757
chromosome	cds	2606786	2607631	-	LFFONA_02681	nhoA	N-hydroxyarylamine O-acetyltransferase	EC:2.3.1.118, GO:0016407, KEGG:K00675, RefSeq:WP_000187877.1, SO:0001217, UniParc:UPI000281D7D5, UniRef:UniRef100_UPI000281D7D5, UniRef:UniRef50_P77567, UniRef:UniRef90_A0A085NXJ9
chromosome	cds	2608325	2609920	-	LFFONA_02682		Putative VgrG/E protein associated with Rhs elements	KEGG:K11904, RefSeq:WP_001535344.1, SO:0001217, UniParc:UPI0002A42EF0, UniRef:UniRef100_UPI0002A42EF0, UniRef:UniRef50_A0A6D2GAE5, UniRef:UniRef90_A0A484X8B9
chromosome	cds	2609939	2610223	-	LFFONA_02683		Type VI secretion system PAAR protein	RefSeq:WP_001127493.1, SO:0001217, UniParc:UPI0000043B22, UniRef:UniRef100_A0A067HJY8, UniRef:UniRef50_X5F710, UniRef:UniRef90_X5F710
chromosome	cds	2610764	2611174	-	LFFONA_02684		GST C-terminal domain-containing protein	SO:0001217, UniParc:UPI00005EF9E5, UniRef:UniRef100_A0A0H2YYY2, UniRef:UniRef50_A0A2X1KL38, UniRef:UniRef90_A0A0H2YYY2
chromosome	cds	2611188	2611364	-	LFFONA_02685		Glutathione S-transferase	SO:0001217, UniParc:UPI00005EF9E6, UniRef:UniRef100_A0A0D6ILZ2, UniRef:UniRef50_A0A377CUR8, UniRef:UniRef90_A0A376W693
chromosome	cds	2611631	2613130	+	LFFONA_02686	ansP	L-asparagine permease	COG:COG1113, COG:E, GO:0005886, GO:0006865, GO:0016020, GO:0055085, RefSeq:WP_001340130.1, SO:0001217, UniParc:UPI00018864D0, UniRef:UniRef100_A0A0D8VWC2, UniRef:UniRef50_P77610, UniRef:UniRef90_P77610
