# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
chromosome	cds	2250048	2251034	+	LFFONA_02322	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A193RLK4
chromosome	cds	2251050	2252372	+	LFFONA_02323	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFS9
chromosome	cds	2252491	2253462	+	LFFONA_02324	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN59
chromosome	cds	2253594	2255036	-	LFFONA_02325	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN58
chromosome	cds	2255164	2256033	-	LFFONA_02326	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN57
chromosome	cds	2256056	2256205	+	LFFONA_02327	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SSE6
chromosome	cds	2256371	2257846	+	LFFONA_02328	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC53
chromosome	cds	2258081	2259892	+	LFFONA_02329	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN55
chromosome	cds	2259929	2260570	+	LFFONA_02330	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A955
chromosome	cds	2260626	2261804	-	LFFONA_02331	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A1AC10
chromosome	cds	2261938	2262228	+	LFFONA_02332	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACY9
chromosome	cds	2262295	2262651	+	LFFONA_02333	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XCK0
chromosome	cds	2262808	2262918	-	LFFONA_02334	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A2RQ52
chromosome	cds	2262978	2263637	+	LFFONA_02335	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VIQ5
chromosome	cds	2263846	2265906	+	LFFONA_02336	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1K3P3
chromosome	cds	2265903	2266565	-	LFFONA_02337	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEK0
chromosome	cds	2266588	2267244	-	LFFONA_02338	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN47
chromosome	cds	2267346	2267576	-	LFFONA_02339	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABS8
chromosome	cds	2267715	2268089	+	LFFONA_02340	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA57
chromosome	cds	2268093	2268965	+	LFFONA_02341	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J2A924
chromosome	cds	2268978	2269319	+	LFFONA_02342	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A414VPG0
chromosome	ncRNA	2269439	2269583	-	LFFONA_02343	176.1	6.6e-27	-	-	-	RFAM:RF00101
chromosome	ncRNA	2269480	2269579	+	LFFONA_02344	114.5	2.3e-18	-	-	-	RFAM:RF00111
chromosome	cds	2269714	2270370	+	LFFONA_02345	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9S4G0
chromosome	cds	2270371	2270646	-	LFFONA_02346	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3DFX8
chromosome	cds	2270667	2270903	-	LFFONA_02347	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64503
chromosome	cds	2271021	2272466	-	LFFONA_02348	967.0	0.0	1.0	0.951	0.988	UniRef:UniRef90_P76273
chromosome	cds	2272540	2275173	-	LFFONA_02349	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033F24FE
chromosome	cds	2275142	2276425	-	LFFONA_02350	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD03
chromosome	cds	2276501	2277052	+	LFFONA_02351	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6N3CSK3
chromosome	cds	2277149	2277847	+	LFFONA_02352	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7USK8
chromosome	cds	2277867	2279915	+	LFFONA_02353	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W200
chromosome	cds	2280107	2280988	+	LFFONA_02354	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZMV2
chromosome	cds	2281034	2282407	-	LFFONA_02355	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A178T3B1
chromosome	cds	2282584	2283375	+	LFFONA_02356	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A377K571
chromosome	cds	2283519	2283758	-	LFFONA_02357	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2MB16
chromosome	cds	2284135	2284422	+	LFFONA_02358	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64499
chromosome	ncRNA-region	2285072	2285498	+	-	127.0	1.2e-14	-	-	-	RFAM:RF01766
chromosome	cds	2285248	2285457	+	LFFONA_02359	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9Y6
chromosome	cds	2285623	2286432	+	LFFONA_02360	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BY84
chromosome	cds	2286429	2286995	-	LFFONA_02361	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76264
chromosome	cds	2287424	2287882	-	LFFONA_02362	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67601
chromosome	cds	2287937	2288788	-	LFFONA_02363	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69805
chromosome	cds	2288801	2289601	-	LFFONA_02364	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69801
chromosome	cds	2289664	2290635	-	LFFONA_02365	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QN19
chromosome	cds	2291099	2292655	+	LFFONA_02366	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEC0
chromosome	cds	2292659	2294257	-	LFFONA_02367	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3EKX5
chromosome	cds	2294388	2295752	-	LFFONA_02368	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P16095
chromosome	cds	2295936	2296514	-	LFFONA_02369	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7USI8
chromosome	cds	2296518	2297879	-	LFFONA_02370	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S1PZ62
chromosome	cds	2297953	2298132	+	LFFONA_02371	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67338
chromosome	cds	2298252	2298551	-	LFFONA_02372	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D0D5S8
chromosome	cds	2298973	2299320	-	LFFONA_02373	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G3JLY3
chromosome	cds	2299449	2301359	+	LFFONA_02374	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6ISF9
chromosome	cds	2301417	2302112	+	LFFONA_02375	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D540
chromosome	cds	2302152	2302733	+	LFFONA_02376	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0017D34AC7
chromosome	cds	2302872	2304623	+	LFFONA_02377	1103.0	0.0	0.998	0.998	0.945	UniRef:UniRef90_P69451
chromosome	ncRNA	2304582	2304667	+	LFFONA_02378	115.3	3.7e-20	-	-	-	RFAM:RF00370
chromosome	cds	2304705	2305820	+	LFFONA_02379	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0U5IWN6
chromosome	cds	2306363	2307001	+	LFFONA_02380	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A1ABX2
chromosome	cds	2307174	2307533	+	LFFONA_02381	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64488
chromosome	cds	2307537	2307719	+	LFFONA_02382	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64496
chromosome	cds	2307867	2308115	+	LFFONA_02383	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64485
chromosome	sorf	2308174	2308248	-	LFFONA_02384	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P603
chromosome	cds	2308382	2309407	-	LFFONA_02385	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6IRG2
chromosome	cds	2309590	2309844	+	LFFONA_02386	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64493
chromosome	sorf	2309798	2309863	+	LFFONA_02387	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_I6CVD2
chromosome	cds	2309866	2310213	-	LFFONA_02388	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3T6P7
chromosome	cds	2310268	2311449	-	LFFONA_02389	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4DB
chromosome	cds	2311549	2312367	+	LFFONA_02390	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0F3UMF4
chromosome	cds	2312324	2312770	-	LFFONA_02391	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACY6
chromosome	cds	2313045	2313548	-	LFFONA_02392	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMZ4
chromosome	cds	2313591	2315081	-	LFFONA_02393	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMZ3
chromosome	cds	2315262	2316737	-	LFFONA_02394	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S1PK31
chromosome	cds	2316884	2318167	-	LFFONA_02395	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7USG4
chromosome	cds	2318280	2320214	-	LFFONA_02396	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACY3
chromosome	cds	2320650	2321396	+	LFFONA_02397	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A908
chromosome	cds	2321486	2322340	+	LFFONA_02398	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A42498
chromosome	cds	2322391	2323275	-	LFFONA_02399	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A178QU95
chromosome	cds	2323359	2324354	-	LFFONA_02400	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9B2
chromosome	cds	2324696	2325109	+	LFFONA_02401	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A746
chromosome	cds	2325151	2325423	+	LFFONA_02402	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMY4
chromosome	cds	2325793	2326869	+	LFFONA_02403	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4DA
chromosome	cds	2326896	2328275	+	LFFONA_02404	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76230
chromosome	cds	2328292	2329335	+	LFFONA_02405	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A178T353
chromosome	cds	2329356	2330192	+	LFFONA_02406	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FJ69
chromosome	cds	2330197	2331144	+	LFFONA_02407	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6IR56
chromosome	cds	2331154	2332134	+	LFFONA_02408	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A136SK72
chromosome	cds	2332271	2333029	+	LFFONA_02409	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3T6Z7
chromosome	cds	2333147	2334505	+	LFFONA_02410	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BZ38
chromosome	cds	2334598	2335239	-	LFFONA_02411	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HI36
chromosome	cds	2335250	2336266	-	LFFONA_02412	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9FAH3
chromosome	cds	2336433	2338289	-	LFFONA_02413	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061LS17
chromosome	cds	2338450	2339001	+	LFFONA_02414	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMX2
chromosome	cds	2339118	2340161	+	LFFONA_02415	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234HBD7
chromosome	cds	2340166	2342121	+	LFFONA_02416	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D4D7
chromosome	cds	2342198	2343541	-	LFFONA_02417	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00143258C0
chromosome	cds	2343777	2344049	+	LFFONA_02418	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066T0P4
chromosome	cds	2344015	2344275	-	LFFONA_02419	164.0	4.1e-51	1.0	0.811	0.942	UniRef:UniRef90_A0A2X1MBB8
chromosome	cds	2344509	2345129	+	LFFONA_02420	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002610DE6
chromosome	cds	2345138	2346445	-	LFFONA_02421	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A484X4A3
chromosome	cds	2346512	2347165	-	LFFONA_02422	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_F4SYY4
chromosome	cds	2347165	2348700	-	LFFONA_02423	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A28BCF
chromosome	cds	2348673	2349839	-	LFFONA_02424	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A455D0
chromosome	cds	2349849	2350397	-	LFFONA_02425	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMW1
chromosome	cds	2350397	2351101	-	LFFONA_02426	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMW0
chromosome	cds	2351118	2351795	-	LFFONA_02427	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D472
chromosome	cds	2351800	2352510	-	LFFONA_02428	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VZJ9
chromosome	cds	2352677	2353483	-	LFFONA_02429	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMV7
chromosome	cds	2353929	2355149	+	LFFONA_02430	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAV9
chromosome	cds	2355146	2356180	+	LFFONA_02431	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAV8
chromosome	cds	2356177	2357655	+	LFFONA_02432	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAV7
chromosome	cds	2357652	2358995	+	LFFONA_02433	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAN5GZN4
chromosome	cds	2358988	2359956	+	LFFONA_02434	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7USC5
chromosome	cds	2360286	2360771	+	LFFONA_02435	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D46D
chromosome	cds	2360974	2361549	+	LFFONA_02436	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAV3
chromosome	cds	2361509	2362396	-	LFFONA_02437	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00033B0168
chromosome	cds	2362626	2363453	-	LFFONA_02438	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAV1
chromosome	cds	2363655	2363993	+	LFFONA_02439	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMU7
chromosome	cds	2364292	2364612	+	LFFONA_02440	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69795
chromosome	cds	2364697	2366055	+	LFFONA_02441	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061YI85
chromosome	cds	2366106	2366456	+	LFFONA_02442	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69791
chromosome	cds	2366467	2367306	+	LFFONA_02443	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V2FEK5
chromosome	cds	2367409	2368761	+	LFFONA_02444	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J1XXB1
chromosome	cds	2368774	2369532	+	LFFONA_02445	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAU4
chromosome	cds	2369578	2371839	-	LFFONA_02446	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2I5SP37
chromosome	cds	2372022	2372285	+	LFFONA_02447	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A1ABR2
chromosome	cds	2372332	2373723	-	LFFONA_02448	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMT8
chromosome	cds	2373856	2374446	-	LFFONA_02449	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3T7K7
chromosome	cds	2374610	2375278	-	LFFONA_02450	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HGC7
chromosome	cds	2375425	2375961	+	LFFONA_02451	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G3JRP9
chromosome	cds	2376002	2376862	-	LFFONA_02452	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMT4
chromosome	cds	2376968	2377258	-	LFFONA_02453	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMT3
chromosome	cds	2377359	2378288	-	LFFONA_02454	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A085NZE7
chromosome	cds	2378574	2379332	+	LFFONA_02455	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3T7N7
chromosome	cds	2379385	2379492	-	LFFONA_02456	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2EES1
chromosome	cds	2380260	2380694	-	LFFONA_02457	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H2YZ77
chromosome	cds	2381217	2383145	+	LFFONA_02458	1309.0	0.0	1.020	1.0	0.977	UniRef:UniRef90_P0A8M3
chromosome	cds	2383257	2383691	+	LFFONA_02459	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMS8
chromosome	cds	2383788	2383985	+	LFFONA_02460	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7Q1
chromosome	cds	2384038	2384394	+	LFFONA_02461	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AHA8
chromosome	ncRNA-region	2384511	2384635	+	-	75.1	5.5e-11	-	-	-	RFAM:RF01859
chromosome	sorf	2384517	2384561	+	LFFONA_02462	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AD74
chromosome	cds	2384845	2385828	+	LFFONA_02463	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281D464
chromosome	cds	2385843	2388230	+	LFFONA_02464	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P59664
chromosome	cds	2388235	2388534	+	LFFONA_02465	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6X7
chromosome	ncRNA	2388476	2388634	+	LFFONA_02466	55.7	1.7e-07	-	-	-	RFAM:RF02082
chromosome	cds	2388635	2389615	+	LFFONA_02467	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MVJ0
chromosome	cds	2389677	2390228	+	LFFONA_02468	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W581
chromosome	cds	2390228	2390977	+	LFFONA_02469	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7US48
chromosome	cds	2391055	2391519	+	LFFONA_02470	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMR9
chromosome	cds	2391766	2392479	+	LFFONA_02471	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9FAN0
chromosome	cds	2392542	2393978	+	LFFONA_02472	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MAR7
chromosome	cds	2393982	2394173	-	LFFONA_02473	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W586
chromosome	cds	2394305	2395351	-	LFFONA_02474	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8FH32
chromosome	cds	2395508	2396341	-	LFFONA_02475	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8A4
chromosome	cds	2396674	2399052	+	LFFONA_02476	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A2E7B7
chromosome	cds	2399109	2400755	-	LFFONA_02477	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3N9T184
chromosome	cds	2400812	2401105	-	LFFONA_02478	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8W591
chromosome	cds	2401102	2402391	-	LFFONA_02479	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DAD1
chromosome	cds	2402446	2403384	-	LFFONA_02480	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DAD0
chromosome	cds	2403404	2404168	-	LFFONA_02481	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DACF
chromosome	cds	2404205	2404381	+	LFFONA_02482	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A094VR45
chromosome	cds	2404484	2405395	+	LFFONA_02483	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMQ7
chromosome	cds	2405438	2406589	-	LFFONA_02484	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9U8
chromosome	cds	2406603	2408198	-	LFFONA_02485	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061KZB0
chromosome	cds	2408345	2409103	-	LFFONA_02486	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7US32
chromosome	cds	2409134	2410000	-	LFFONA_02487	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7US31
chromosome	cds	2410012	2411277	-	LFFONA_02488	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061LGZ6
chromosome	cds	2411504	2412718	-	LFFONA_02489	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMQ1
chromosome	cds	2412818	2413174	-	LFFONA_02490	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VZR5
chromosome	ncRNA	2413311	2413418	-	LFFONA_02491	119.1	1.1e-17	-	-	-	RFAM:RF00034
chromosome	cds	2413604	2414716	-	LFFONA_02492	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061YG26
chromosome	cds	2414930	2417986	+	LFFONA_02493	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003406510
chromosome	cds	2417983	2418393	+	LFFONA_02494	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QMP7
chromosome	cds	2418493	2418681	+	LFFONA_02495	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64476
chromosome	ncRNA	2418848	2418908	+	LFFONA_02496	82.9	1.9e-15	-	-	-	RFAM:RF00118
chromosome	cds	2419230	2419598	+	LFFONA_02497	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SVT4
chromosome	cds	2419607	2421094	+	LFFONA_02498	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D8VZS0
chromosome	cds	2421104	2421850	+	LFFONA_02499	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SS67
chromosome	cds	2421825	2423096	+	LFFONA_02500	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034107A5
chromosome	cds	2423093	2424313	+	LFFONA_02501	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A42478
chromosome	cds	2424326	2424742	+	LFFONA_02502	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061YJY5
chromosome	cds	2424891	2425895	+	LFFONA_02503	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066SRW0
chromosome	cds	2425958	2426194	-	LFFONA_02504	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69776
chromosome	cds	2426505	2427917	-	LFFONA_02505	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0020299EC9
chromosome	cds	2428474	2428683	+	LFFONA_02506	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACX5
chromosome	cds	2429139	2429765	+	LFFONA_02507	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0G9FK66
chromosome	cds	2429786	2431888	+	LFFONA_02508	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0001F07F55
chromosome	cds	2431901	2432539	+	LFFONA_02509	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EDF490D
chromosome	cds	2432603	2433271	+	LFFONA_02510	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0V9FB80
chromosome	cds	2433268	2434053	+	LFFONA_02511	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A266FM89
chromosome	cds	2434105	2434869	+	LFFONA_02512	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061JX23
chromosome	cds	2434875	2436485	-	LFFONA_02513	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA74
chromosome	cds	2436611	2436916	-	LFFONA_02514	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A023LAH8
chromosome	ncRNA	2436900	2437063	+	LFFONA_02515	112.4	6.3e-17	-	-	-	RFAM:RF02194
chromosome	tRNA	2437025	2437101	-	LFFONA_02516	85.9	-	-	-	-	-
chromosome	tRNA	2437106	2437182	-	LFFONA_02517	82.5	-	-	-	-	-
chromosome	cds	2437490	2438746	+	LFFONA_02518	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002A45050
chromosome	cds	2438787	2440160	-	LFFONA_02519	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37340
chromosome	cds	2440375	2441016	+	LFFONA_02520	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFU8
chromosome	cds	2441056	2442204	-	LFFONA_02521	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9H7
chromosome	cds	2442495	2443706	-	LFFONA_02522	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A067HJ81
chromosome	cds	2443819	2444751	+	LFFONA_02523	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Y5BTU4
chromosome	cds	2444748	2445773	-	LFFONA_02524	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7URZ9
chromosome	ncRNA	2445774	2446164	+	LFFONA_02525	384.9	5.2e-43	-	-	-	RFAM:RF02081
chromosome	cds	2446072	2446161	+	LFFONA_02526	48.5	4.4e-07	1.0	0.967	0.966	UniRef:UniRef90_R8WW16
chromosome	cds	2446326	2447495	+	LFFONA_02527	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234V2C8
chromosome	cds	2447641	2448222	-	LFFONA_02528	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGD3
chromosome	cds	2448350	2449177	-	LFFONA_02529	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3K0JTI7
chromosome	cds	2449512	2449859	+	LFFONA_02530	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC69
chromosome	cds	2450231	2450878	-	LFFONA_02531	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0010B5B97B
chromosome	cds	2450981	2451388	-	LFFONA_02532	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QML5
chromosome	cds	2451469	2452566	-	LFFONA_02533	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2X1LBZ5
chromosome	cds	2452603	2453202	-	LFFONA_02534	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67430
chromosome	cds	2453305	2453544	+	LFFONA_02535	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2J1BRQ1
chromosome	cds	2453593	2454489	+	LFFONA_02536	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000281DA70
chromosome	cds	2454570	2455091	+	LFFONA_02537	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A234ET67
